,Unnamed: 0,Class,Sector,Msa,MsaName,Quarter,Year,TotalMonths,VacantQty,VacantPct,NetAbsorptionUnits,AbsorpOccPct,OccupiedQty,AskingUsd,AskingPctChg,EffectiveUsd,EffectivePctChg,TotalUnits,CompletionsUnits,ConstrabsorpRatio,ConversionsQty,Date_Col
194,194,BC,Off,PX,"Phoenix, AZ",Y,2002,,7273000.0,20.8,-1412000.0,-5.1,,18.03,-1.4,,,35028000.0,296000.0,-0.2,-50000.0,2002 - QY
195,195,A,Off,PX,"Phoenix, AZ",Y,2002,,5501000.0,19.7,666000.0,3.0,,22.51,-3.3,,,27877000.0,1524000.0,2.3,0.0,2002 - QY
196,196,A,Off,PX,"Phoenix, AZ",Y,2003,,4994000.0,17.7,831000.0,3.6,,22.22,-1.3,,,28201000.0,403000.0,0.5,-79000.0,2003 - QY
197,197,BC,Off,PX,"Phoenix, AZ",Y,2003,,7435000.0,21.2,-140000.0,-0.5,,17.57,-2.6,,,35050000.0,22000.0,-0.2,0.0,2003 - QY
198,198,BC,Off,PX,"Phoenix, AZ",Y,2004,,6872000.0,19.9,52000.0,0.2,,17.55,-0.1,,,34539000.0,50000.0,1.0,-561000.0,2004 - QY
199,199,A,Off,PX,"Phoenix, AZ",Y,2004,,5329000.0,18.4,438000.0,1.9,,22.32,0.5,,,28974000.0,773000.0,1.8,0.0,2004 - QY
200,200,A,Off,PX,"Phoenix, AZ",Y,2005,,4042000.0,13.5,2205000.0,8.5,,23.58,5.6,,,29892000.0,934000.0,0.4,-16000.0,2005 - QY
201,201,BC,Off,PX,"Phoenix, AZ",Y,2005,,5262000.0,15.4,1190000.0,4.1,,18.26,4.0,,,34119000.0,243000.0,0.2,-617000.0,2005 - QY
202,202,BC,Off,PX,"Phoenix, AZ",Y,2006,,3862000.0,11.5,870000.0,2.9,,19.87,8.8,,,33589000.0,260000.0,0.3,-790000.0,2006 - QY
203,203,A,Off,PX,"Phoenix, AZ",Y,2006,,4110000.0,12.9,1788000.0,6.5,,25.99,10.2,,,31748000.0,2277000.0,1.3,-421000.0,2006 - QY
204,204,BC,Off,PX,"Phoenix, AZ",Y,2007,,4343000.0,13.1,-922000.0,-3.2,,21.12,6.3,,,33148000.0,324000.0,-0.4,-740000.0,2007 - QY
205,205,A,Off,PX,"Phoenix, AZ",Y,2007,,5098000.0,14.6,2064000.0,6.9,,27.48,5.7,,,34800000.0,3052000.0,1.5,0.0,2007 - QY
206,206,A,Off,PX,"Phoenix, AZ",Y,2008,,7465000.0,20.5,-784000.0,-2.7,,27.06,-1.5,,,36383000.0,1638000.0,-2.1,-55000.0,2008 - QY
207,207,BC,Off,PX,"Phoenix, AZ",Y,2008,,5727000.0,17.6,-2052000.0,-7.7,,20.81,-1.5,,,32480000.0,117000.0,-0.1,-764000.0,2008 - QY
208,208,A,Off,PX,"Phoenix, AZ",Y,2009,,9796000.0,26.3,-1445000.0,-5.3,,25.64,-5.2,,,37269000.0,1442000.0,-1.0,-556000.0,2009 - QY
209,209,BC,Off,PX,"Phoenix, AZ",Y,2009,,7397000.0,22.8,-1647000.0,-6.6,,19.76,-5.0,,,32503000.0,380000.0,-0.2,-357000.0,2009 - QY
210,210,BC,Off,PX,"Phoenix, AZ",Y,2010,,7839000.0,24.2,-596000.0,-2.4,,19.06,-3.5,,,32349000.0,0.0,0.0,-154000.0,2010 - QY
211,211,A,Off,PX,"Phoenix, AZ",Y,2010,,10770000.0,28.2,-99000.0,-0.4,,25.03,-2.4,,,38144000.0,1053000.0,-10.6,-178000.0,2010 - QY
212,212,BC,Off,PX,"Phoenix, AZ",Y,2011,,7720000.0,23.9,119000.0,0.5,,19.01,-0.3,,,32349000.0,0.0,0.0,0.0,2011 - QY
213,213,A,Off,PX,"Phoenix, AZ",Y,2011,,10643000.0,27.5,748000.0,2.7,,24.89,-0.6,,,38765000.0,621000.0,0.8,0.0,2011 - QY
214,214,BC,Off,PX,"Phoenix, AZ",Y,2012,,7999000.0,24.8,-376000.0,-1.6,,19.14,0.7,,,32252000.0,0.0,0.0,0.0,2012 - QY
215,215,A,Off,PX,"Phoenix, AZ",Y,2012,,10169000.0,26.1,674000.0,2.3,,25.04,0.6,,,38965000.0,200000.0,0.3,0.0,2012 - QY
216,216,BC,Off,PX,"Phoenix, AZ",Y,2013,,8090000.0,25.1,-164000.0,-0.7,,19.29,0.8,,,32179000.0,0.0,0.0,-73000.0,2013 - QY
217,217,A,Off,PX,"Phoenix, AZ",Y,2013,,9787000.0,25.2,198000.0,0.7,,25.39,1.4,,,38781000.0,189000.0,1.0,-373000.0,2013 - QY
218,218,A,Off,PX,"Phoenix, AZ",Y,2014,,9611000.0,24.2,1093000.0,3.6,,26.08,2.7,,,39698000.0,844000.0,0.8,73000.0,2014 - QY
219,219,BC,Off,PX,"Phoenix, AZ",Y,2014,,8418000.0,26.1,-224000.0,-0.9,,19.72,2.2,,,32283000.0,0.0,0.0,164000.0,2014 - QY
220,220,A,Off,PX,"Phoenix, AZ",Y,2015,,9882000.0,23.7,1656000.0,5.2,,26.7,2.4,,,41625000.0,1926000.0,1.2,117000.0,2015 - QY
221,221,BC,Off,PX,"Phoenix, AZ",Y,2015,,7948000.0,24.4,723000.0,2.9,,20.28,2.8,,,32536000.0,117000.0,0.2,136000.0,2015 - QY
222,222,BC,Off,PX,"Phoenix, AZ",Y,2016,,7852000.0,24.3,-64000.0,-0.3,,21.1,4.0,,,32376000.0,135000.0,-2.1,0.0,2016 - QY
223,223,A,Off,PX,"Phoenix, AZ",Y,2016,,9489000.0,22.2,1462000.0,4.4,,27.57,3.3,,,42694000.0,1069000.0,0.7,0.0,2016 - QY
224,224,BC,Off,PX,"Phoenix, AZ",Y,2017,,7589000.0,23.5,136000.0,0.6,,21.59,2.3,,,32249000.0,303000.0,2.2,-289000.0,2017 - QY
225,225,A,Off,PX,"Phoenix, AZ",Y,2017,,9403000.0,21.7,661000.0,2.0,,28.07,1.8,,,43269000.0,601000.0,0.9,-26000.0,2017 - QY
226,226,A,Off,PX,"Phoenix, AZ",Y,2018,,9230000.0,20.8,1361000.0,3.9,,28.76,2.5,,,44457000.0,1200000.0,0.9,-12000.0,2018 - QY
227,227,BC,Off,PX,"Phoenix, AZ",Y,2018,,7752000.0,24.1,-228000.0,-0.9,,22.23,3.0,,,32184000.0,11000.0,0.0,-76000.0,2018 - QY
228,228,A,Off,PX,"Phoenix, AZ",Y,2019,,9865000.0,21.0,1788000.0,4.8,,29.67,3.2,,,46880000.0,2440000.0,1.4,0.0,2019 - QY
229,229,BC,Off,PX,"Phoenix, AZ",Y,2019,,7606000.0,23.5,360000.0,1.5,,22.89,3.0,,,32398000.0,214000.0,0.6,0.0,2019 - QY
