,Year_Built,Size,opex_sqft_month,WalkScore,TransitScore,geohash,EstRentableArea,EstValue,Cap_Rate_Iss,Ownership,AirCon,Pool,Condition,constructionType,parkingType,numberOfBuildings,propertyTaxAmount,taxRate,zrent_median,mos_since_last_sale,Median_Home_Value_2019,Area_per_unit,Revenue_per_sqft_month
10025,1986.0,84.0,0.37,53.0,51.0,9tbqn,64415.0,8000000.0,0.037189,N,NONE,NONE,AVERAGE,WOOD/STEEL,GARAGE,8.0,37623.2,0.06379310344827586,1915.0,14.80646742733861,115600.0,766.8452380952381,4.01
10029,1962.0,16.0,0.6362500000000001,91.0,59.0,9q5cg,16314.0,4500000.0,0.055723109255134316,N,CENTRAL,NONE,GOOD,WOOD,GARAGE/CARPORT,1.0,55477.31,0.004206521739130437,2604.0,39.61190491065449,730200.0,1019.625,4.13
10031,1960.0,58.0,0.49,41.0,39.24075664319679,djn47,50482.0,4190000.0,0.0645310262529832,N,CENTRAL,NONE,LOW,MASONRY,SHARED/COMMON,5.0,67985.16,0.02,1728.5,36.55640069085531,284800.0,870.3793103448276,1.07
10033,1969.0,28.0,0.4457142857142857,78.0,47.0,9v6s8,17760.0,2300000.0,0.0526784086956521,N,NONE,COMMERCIAL,AVERAGE,WOOD/BRICK,UNKNOWN,1.0,52188.05,0.07163285442576246,2297.5,33.172347630217516,1503800.0,634.2857142857143,2.05
10034,1981.0,24.0,0.6925,67.0,40.0,9tbq7,14148.0,2020000.0,0.0693066881188118,N,PACKAGE,NONE,AVERAGE,WOOD/STEEL,CARPORT,1.0,8759.92,0.06577419354838708,1700.0,16.580631167867164,199200.0,589.5,1.72
10035,1959.0,13.0,0.49,54.0,45.0,9tbqf,8110.0,1520000.0,0.0385824539473684,N,PACKAGE,NONE,AVERAGE,TILT-UP CONCRETE,UNKNOWN,3.0,6754.16,0.03311111111111111,1511.5,37.147788604364834,312000.0,623.8461538461538,4.05
10036,1970.0,20.0,0.4457142857142857,74.0,48.0,9v6s8,8008.0,1840000.0,0.0475336956521739,N,NONE,NONE,AVERAGE,WOOD,UNKNOWN,1.0,38347.85,0.07163285442576246,2100.0,34.81509183441062,1503800.0,400.4,4.03
10047,1964.0,127.0,0.58,81.0,51.0,9v6s2,89201.0,7300000.0,0.07620552384576354,Y,NONE,COMMERCIAL,AVERAGE,WOOD/BRICK,BASEMENT,12.0,303646.72,0.07163285442576246,2487.5,200.99509553058508,286000.0,702.3700787401575,1.18
10048,1974.0,176.0,0.07,35.0,32.0,djmuq,149544.0,4500000.0,0.090594,N,CENTRAL,NONE,AVERAGE,MASONRY,UNKNOWN,13.0,231338.52,0.017,1311.0,5.179986390767017,190800.0,849.6818181818181,1.56
10049,1972.0,92.0,0.49,38.0,30.0,djmuq,85260.0,6200000.0,0.0488043548387096,N,CENTRAL,NONE,AVERAGE,MASONRY,UNKNOWN,13.0,99696.55,0.018,1396.0,8.399765030985503,190800.0,926.7391304347826,1.56
10050,1973.0,0.0,0.49,69.0,2.6666666666666665,dhwbb,8236.0,4480000.0,0.0877524553571428,N,COMMERCIAL A/C,NONE,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,1.0,11997.53,0.022,3500.0,8.36691014690164,457300.0,772.4381404550685,5.17
10051,1969.0,0.0,0.49,79.0,2.6666666666666665,dhwbb,14026.0,4480000.0,0.0877524553571428,N,NONE,NONE,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,1.0,15822.88,0.022,3500.0,8.36691014690164,106500.0,772.4381404550685,3.03
10053,1947.0,0.0,0.49,84.0,2.6666666666666665,dhwbb,1647.0,4480000.0,0.0877524553571428,N,NONE,NONE,UNKNOWN,CONCRETE BLOCK,UNKNOWN,1.0,3331.68,0.017,3500.0,8.36691014690164,106500.0,772.4381404550685,3.405714285714286
10056,1967.0,0.0,0.49,84.0,2.6666666666666665,dhwbb,4851.0,4480000.0,0.0877524553571428,N,NONE,NONE,UNKNOWN,CONCRETE BLOCK,UNKNOWN,1.0,7995.28,0.018,3500.0,8.36691014690164,106500.0,772.4381404550685,3.405714285714286
10057,1967.0,0.0,0.49,83.0,2.6666666666666665,dhwbb,14472.0,4480000.0,0.0877524553571428,N,NONE,NONE,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,1.0,22136.2,0.021,3500.0,8.36691014690164,106500.0,772.4381404550685,2.94
10058,1963.0,0.0,0.49,80.0,2.6666666666666665,dhwbb,13572.0,4480000.0,0.0877524553571428,N,NONE,NONE,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,1.0,18919.12,0.022,3500.0,8.36691014690164,106500.0,772.4381404550685,3.13
10064,1969.0,0.0,0.49,78.0,2.6666666666666665,dhwbb,6720.0,4480000.0,0.0877524553571428,N,NONE,NONE,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,1.0,11517.5,0.018,3500.0,8.36691014690164,457300.0,772.4381404550685,6.33
10065,1972.0,0.0,0.49,84.0,2.6666666666666665,dhwbb,19716.0,4480000.0,0.0877524553571428,N,CENTRAL,Yes,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,1.0,29382.25,0.022,3500.0,8.36691014690164,457300.0,772.4381404550685,2.16
10066,1969.0,0.0,0.49,74.0,39.24075664319679,dhwbc,33401.0,4480000.0,0.0877524553571428,N,COMMERCIAL A/C,NONE,UNKNOWN,CONCRETE BLOCK,UNKNOWN,1.0,35915.42,0.018,3500.0,8.36691014690164,153400.0,772.4381404550685,2.975
10067,1964.0,91.0,0.32,70.0,46.0,9q5dx,22766.0,4100000.0,0.07169622727272726,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,26538.79,0.006117647058823529,2248.0,265.3906683349548,578600.0,250.17582417582418,3.85
10070,1992.0,39.0,0.6552631578947368,93.0,61.0,9q5cf,37053.0,11200000.0,0.0481883035714285,N,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,163911.95,0.004418604651162793,2608.0,145.4374865447743,190800.0,950.0769230769231,2.188571428571428
10071,1992.0,39.0,0.6552631578947368,9.0,61.0,9q5cf,37053.0,5300000.0,0.0652999245283018,Y,CENTRAL,NONE,UNKNOWN,WOOD,UNKNOWN,1.0,165595.85,0.012,2550.0,145.4374865447743,190800.0,950.0769230769231,1.42
10072,1992.0,39.0,0.6552631578947368,9.0,61.0,9q5cf,37143.0,5300000.0,0.0660233207547169,Y,CENTRAL,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,167662.61,0.012,2595.0,145.4374865447743,673400.0,952.3846153846154,1.43
10076,1989.0,60.0,0.49,58.0,11.11111111111111,dhwf1,33812.0,2405000.0,0.0792266112266112,Y,CENTRAL,Yes,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,3.0,73796.59,0.016,1937.5,120.00780626386504,155000.0,563.5333333333333,1.5066666666666666
10078,1986.0,486.0,0.5657142857142857,51.0,10.375,9vg5p,310119.0,40500000.0,0.0226859908641975,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,892290.16,0.07163285442576246,1485.0,3.241548229819154,190800.0,638.104938271605,1.19
10080,1984.0,240.0,0.33,43.0,39.24075664319679,9vffr,201446.0,25800000.0,0.0479533271317829,Y,NONE,POOL,UNKNOWN,UNKNOWN,CARPORT,1.0,643613.95,0.07163285442576246,1225.0,30.116843410418344,277400.0,839.3583333333333,1.8916666666666666
10082,1954.0,28.0,0.7,77.0,62.0,9q59x,11350.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,75229.92,0.0025581395348837207,3140.0,28.966922467483172,1647200.0,405.35714285714283,2.89125
10084,1952.0,20.0,0.41600000000000004,76.0,59.0,9q59x,17100.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,128679.91,0.0025581395348837207,3102.0,30.839650860263312,1647200.0,855.0,2.89125
10085,1947.0,14.0,0.41600000000000004,65.0,51.0,9q59x,10656.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,72461.53,0.0025581395348837207,2995.0,29.42689084465724,2000001.0,761.1428571428571,2.89125
10086,1922.0,15.0,0.49,93.0,54.0,9q5c2,9936.0,78430000.0,0.029732946576565,N,NONE,NONE,AVERAGE,MASONRY,GARAGE/CARPORT,1.0,72570.01,0.004076923076923077,3253.5,30.839650860263312,1929300.0,662.4,2.75
10087,1948.0,10.0,0.34,53.0,31.0,9q59x,10955.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,21955.47,0.0025581395348837207,3009.0,29.492600612824965,2000001.0,1095.5,2.89125
10088,1963.0,14.0,0.7974999999999999,92.0,64.0,9q5cd,9922.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,BUILT-IN GARAGE,1.0,54300.95,0.007629629629629629,2797.0,30.839650860263312,798900.0,708.7142857142857,2.025714285714286
10089,1940.0,8.0,0.46,83.0,60.0,9q5cc,7214.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,55813.94,0.001411764705882353,3003.0,30.839650860263312,2000001.0,901.75,4.088571428571429
10090,1937.0,10.0,0.39,69.0,51.0,9q59x,7830.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,UNKNOWN,4.0,52859.56,0.0025581395348837207,2900.0,30.839650860263312,1256000.0,783.0,2.89125
10091,1964.0,10.0,0.63,97.0,59.0,9q59r,7286.0,78430000.0,0.029732946576565,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,48548.26,0.0054285714285714284,3464.0,29.492600612824965,1436200.0,728.6,2.9675000000000002
10092,1958.0,8.0,0.6552631578947368,92.0,64.0,9q5cf,7534.0,78430000.0,0.029732946576565,N,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,41550.12,0.004418604651162793,2697.5,30.609666671676276,808800.0,941.75,1.88
10093,1966.0,9.0,0.33,94.0,63.0,9q5c8,7170.0,78430000.0,0.029732946576565,N,NONE,NONE,EXCELLENT,WOOD,UNKNOWN,1.0,39964.79,0.0033181818181818186,3004.0,29.492600612824965,190800.0,796.6666666666666,3.3234482758620683
10094,1985.0,206.0,0.34,85.0,51.0,9q5bp,140236.0,21625000.0,0.069423352601156,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,5.0,923377.54,0.00688888888888889,1800.0,42.33886028961504,547100.0,680.757281553398,1.85
10095,1985.0,206.0,0.34,83.0,61.0,9q5bp,140236.0,72000000.0,0.0446757952777777,Y,CENTRAL,POOL,UNKNOWN,WOOD,UNKNOWN,5.0,921034.09,0.012,1800.0,42.33886028961504,547100.0,680.757281553398,3.32
10098,1981.0,260.0,0.2,67.0,39.24075664319679,9vhjh,200113.0,8970000.0,0.0802998885172798,Y,CENTRAL,Yes,UNKNOWN,UNKNOWN,UNKNOWN,11.0,221549.84,0.07163285442576246,1800.0,120.00780626386504,74700.0,769.6653846153846,1.3275
10101,1997.0,207.0,0.69,43.0,39.24075664319679,9v7ct,146337.0,26100000.0,0.0500360695304695,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,UNKNOWN,13.0,316082.41,0.07163285442576246,1800.0,50.946839919586914,175500.0,706.9420289855072,1.5
10108,2008.0,655.0,0.47,65.0,39.24075664319679,9vghk,661922.0,104300000.0,0.0457202029721955,N,NONE,Yes,UNKNOWN,UNKNOWN,GARAGE,5.0,1871094.57,0.07163285442576246,1275.0,177.60241806287527,190800.0,1010.5679389312977,1.29
10109,2001.0,376.0,0.25,69.0,39.24075664319679,dhvqz,361657.0,29487189.0,0.0543304076899293,Y,CENTRAL,Yes,AVERAGE,WOOD,ATTACHED,17.0,160050.23,0.019,1935.0,75.68656763473507,483800.0,961.8537234042553,1.15
10112,1964.0,152.0,0.27,93.0,51.0,9q9pw,116414.0,60570000.0,0.0445517677067855,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,5.0,507801.76,0.013,3200.0,90.43841058838915,488500.0,765.8815789473684,2.82
10113,1962.0,99.0,0.31,95.0,70.0,9q9pw,53887.0,38500000.0,0.0449154685714285,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,8.0,269829.84,0.013,3200.0,90.43841058838915,902700.0,544.3131313131313,4.2
10117,1963.0,64.0,0.49,88.0,59.0,9q9hy,47948.0,35390000.0,0.0448759985871715,Y,NONE,POOL & JACUZZI,AVERAGE,WOOD,SHARED/COMMON,1.0,115464.06,0.012,2800.0,133.37974408599692,1169300.0,749.1875,3.37
10118,1973.0,278.0,0.32,48.0,39.24075664319679,djn4w,258930.0,50200000.0,0.0514624663346613,N,CENTRAL,Yes,AVERAGE,MASONRY,CARPORT,22.0,620750.15,0.016,1877.0,33.33662205063683,129500.0,931.4028776978417,1.37
10120,1983.0,168.0,0.42333333333333334,59.0,34.0,9tbr5,112168.0,26300000.0,0.0430428623574144,Y,EVAP COOLER,NONE,AVERAGE,STEEL/WOOD,GARAGE,11.0,95047.16,0.12,1995.0,35.472189516087866,337400.0,667.6666666666666,2.31
10121,1972.0,222.0,0.66,45.0,27.0,9v6kz,224748.0,32500000.0,0.0488625123076923,Y,NONE,COMMERCIAL,AVERAGE,WOOD,CARPORT,16.0,696101.95,0.07163285442576246,2100.0,154.20974059516547,427900.0,1012.3783783783783,1.32
10122,1984.0,188.0,0.33999999999999997,52.0,39.24075664319679,9vg69,138156.0,18100000.0,0.0520347116022099,Y,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,504750.88,0.07163285442576246,1185.0,169.3558421578259,190800.0,734.8723404255319,1.39
10124,1960.0,71.0,0.49,97.0,78.0,9q9py,40780.0,22200000.0,0.0429830752252252,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,297456.82,0.013,2575.0,68.88560662937562,602000.0,574.3661971830986,3.27
10127,2018.0,156.0,0.49,39.0,1.4666666666666666,djqhe,157942.0,31300000.0,0.0532106303514377,N,CENTRAL,Yes,LUXURY,WOOD FRAME/METAL,DETACHED,10.0,469016.65,0.018,1688.0,18.486214444731164,158100.0,1012.4487179487179,1.47
10128,1980.0,272.0,0.49,60.0,39.24075664319679,9vffv,208238.0,29700000.0,0.0449656158249158,N,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,635872.88,0.07163285442576246,1450.0,120.00780626386504,190800.0,765.5808823529412,1.4
10133,1963.0,100.0,0.61,60.0,5.125,9vg47,73548.0,7800000.0,0.0570951294871794,N,CENTRAL,Yes,POOR,WOOD,UNKNOWN,1.0,120028.59,0.07163285442576246,1969.5,32.74523413712731,151600.0,735.48,1.45
10135,0.0,303.0,0.49,36.0,39.24075664319679,9v67j,200418.0,50700000.0,0.0465594364891518,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,5.0,903312.0,0.07163285442576246,2675.0,75.71942251881893,68100.0,661.4455445544554,2.06
10136,1984.0,322.0,0.49,45.0,39.24075664319679,9vf9v,139822.0,36300000.0,0.0495446369146005,Y,NONE,Yes,UNKNOWN,UNKNOWN,CARPORT,1.0,401102.5,0.07163285442576246,1475.0,69.47699454288514,188700.0,434.2298136645963,2.54
10137,1985.0,232.0,0.59,99.0,96.0,9q5gb,97780.0,63110000.0,0.05022938388915205,Y,NONE,POOL,UNKNOWN,WOOD,UNKNOWN,5.0,565202.98,0.015,1495.0,31.825297382779173,355600.0,421.4655172413793,4.4
10144,1976.0,174.0,0.446,74.0,1.2285714285714286,9vk25,128484.0,5200000.0,0.0838813461538461,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,15.0,98307.62,0.07163285442576246,1800.0,85.64159751214528,190800.0,738.4137931034483,1.52125
10145,1976.0,342.0,0.446,74.0,1.2285714285714286,9vk25,128484.0,34400000.0,0.0495349183139534,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,15.0,98307.62,0.07163285442576246,1800.0,85.64159751214528,190800.0,375.6842105263158,2.37
10146,1986.0,240.0,0.39,39.0,51.0,9t9ng,142659.0,22500000.0,0.0614185735714285,N,PACKAGE,SPA,AVERAGE,WOOD/STEEL,SHARED/COMMON,19.0,96331.1,0.07163285442576246,1200.0,120.00780626386504,190800.0,594.4125,1.5379999999999998
10151,1979.0,970.0,0.38928571428571435,76.0,49.0,9vk15,812087.0,79200000.0,0.0569156239711483,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,CARPORT,66.0,1280569.8,0.00032,1800.0,304.3565608584152,167500.0,837.2030927835051,1.01
10152,1982.0,52.0,0.83,41.0,39.24075664319679,djjuj,31104.0,2050000.0,0.06053800798680261,N,NONE,NONE,AVERAGE,FRAME,DETACHED,7.0,32724.5,0.016,1800.0,15.200726036344955,137800.0,598.1538461538462,1.26
10155,1984.0,45.0,0.5287499999999999,75.0,54.0,9q5f2,42453.0,3900000.0,0.0711887179487179,N,CENTRAL,Yes,EXCELLENT,WOOD,UNKNOWN,1.0,228278.69,0.004878048780487805,2430.0,60.50761118799078,190800.0,943.4,1.08
10156,1985.0,48.0,0.3633333333333333,66.0,48.0,9q5f3,33198.0,3200000.0,0.079645625,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,68323.23,0.005333333333333335,2598.0,120.00780626386504,801600.0,691.625,1.01
10161,1956.0,6.0,0.27,94.0,78.0,9q5c5,4474.0,670000.0,0.0524776119402985,Y,YES,NONE,FAIR,FRAME,PARKING AVAIL,1.0,22423.85,0.014,2295.0,48.74556268596815,450000.0,745.6666666666666,1.14
10164,1962.0,76.0,0.49,72.0,39.24075664319679,9vff1,58380.0,5850000.0,0.063070788034188,N,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,38752.094,0.07163285442576246,1595.0,32.64666948487572,225400.0,768.1578947368421,1.32
10165,1997.0,240.0,0.49,62.0,8.075,9tbtc,253325.0,22900000.0,0.0579903340611353,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,GARAGE,26.0,164679.72,0.107,2295.0,266.63915393014156,359900.0,1055.5208333333333,1.35
10167,1971.0,235.0,0.47,59.0,7.782608695652174,9vg5r,245382.0,27700000.0,0.0393324548736462,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,492646.4,0.07163285442576246,1299.5,120.00780626386504,224700.0,1044.1787234042554,2.39
10168,1971.0,236.0,0.47,59.0,7.782608695652174,9vg5r,245382.0,30400000.0,0.044424572368421,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,492646.4,0.07163285442576246,1567.5,120.00780626386504,224700.0,1039.7542372881355,2.32
10173,1971.0,158.0,0.45,24.0,31.06896551724138,9tbqn,85320.0,18600000.0,0.0427497231182795,Y,PACKAGE,NONE,AVERAGE,CONCRETE,UNKNOWN,13.0,39550.72,0.124,1935.0,147.44163447388988,191900.0,540.0,2.1681818181818184
10174,1971.0,157.0,0.43,24.0,31.06896551724138,9tbqn,85320.0,6345000.0,0.0679180457052797,Y,PACKAGE,NONE,AVERAGE,CONCRETE,UNKNOWN,13.0,39550.72,0.124,1860.0,147.44163447388988,191900.0,543.4394904458599,2.1681818181818184
10175,1964.0,8.0,0.7372727272727272,82.0,68.0,9q5c8,7758.0,2300000.0,0.0384465217391304,Y,NONE,NONE,GOOD,WOOD,BASEMENT GARAGE,1.0,34670.84,0.0033181818181818186,3253.5,183.54915208205432,190800.0,969.75,3.3234482758620683
10176,1963.0,32.0,0.32285714285714284,66.0,52.0,9q5f8,24070.0,2820000.0,0.0479907801418439,Y,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,43711.08,0.006785714285714288,2042.0,183.28631300938343,430500.0,752.1875,1.4248387096774195
10177,1991.0,10.0,0.49,63.0,38.0,9q5be,4768.0,1810000.0,0.0462933701657458,N,REFRIGERATION,NONE,EXCELLENT,WOOD,ON SITE,1.0,5661.22,0.0018095238095238095,2637.5,283.5922741174144,190800.0,476.8,2.926666666666667
10179,1969.0,51.0,0.6100000000000001,81.0,50.0,9v6s2,17329.0,8440000.0,0.0433202606635071,Y,NONE,NONE,UNKNOWN,WOOD,ATTACHED,1.0,84869.26,0.07163285442576246,2597.5,63.070292146532026,214200.0,339.7843137254902,3.25
10180,2000.0,152.0,0.28500000000000003,65.0,34.0,9vk0z,161958.0,12172588.0,0.0446136023005132,Y,CENTRAL,Yes,AVERAGE,WOOD/STEEL,UNKNOWN,23.0,152375.0,0.07163285442576246,1800.0,120.00780626386504,190800.0,1065.5131578947369,1.6716666666666669
10182,1907.0,42.0,0.6356666666666667,99.0,95.0,9q8yy,34148.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,1.0,316915.18,0.0012121212121212128,3300.0,30.609666671676276,572700.0,813.047619047619,2.583917525773196
10184,1927.0,17.0,0.5566666666666666,95.0,64.0,9q8zj,13425.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,BASEMENT GARAGE,1.0,123662.1,0.004928571428571429,3350.0,26.699935465696687,252800.0,789.7058823529412,3.0287499999999996
10185,1966.0,36.0,0.45,86.0,55.0,9q9p4,31236.0,114550000.0,0.0316220506329113,N,NONE,NONE,POOR,WOOD,UNKNOWN,1.0,154884.44,0.015,2372.5,29.065487119734758,549000.0,867.6666666666666,1.6273333333333333
10186,1961.0,12.0,0.8214285714285715,96.0,83.0,9q8zn,9147.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,1.0,113942.18,0.0015357142857142857,3300.0,30.609666671676276,420000.0,762.25,3.1988000000000003
10187,1907.0,12.0,0.6356666666666667,99.0,100.0,9q8yy,8397.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,1.0,49539.6,0.0012121212121212128,3385.0,25.845708479516272,462600.0,699.75,2.583917525773196
10188,1924.0,12.0,0.8214285714285715,93.0,77.0,9q8zn,10991.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,1.0,95025.02,0.0015357142857142857,3300.0,28.769793162979997,1229800.0,915.9166666666666,3.1988000000000003
10189,1920.0,16.0,0.6356666666666667,100.0,100.0,9q8yy,13752.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD,BASEMENT GARAGE,1.0,88695.42,0.0012121212121212128,3385.0,27.19275872695462,54500.0,859.5,2.583917525773196
10190,1913.0,15.0,0.8214285714285715,99.0,92.0,9q8zn,14408.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,1.0,83299.24,0.0015357142857142857,3420.0,30.445392251256965,295500.0,960.5333333333333,3.1988000000000003
10191,1965.0,15.0,0.5033333333333334,96.0,76.0,9q8yv,13155.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,1.0,77037.94,0.002196428571428571,3382.5,25.779998711348547,400000.0,877.0,2.862608695652174
10192,1900.0,9.0,0.5033333333333334,97.0,73.0,9q8yv,5265.0,114550000.0,0.0316220506329113,N,NONE,NONE,UNKNOWN,WOOD/STEEL,CARPORT,1.0,41799.72,0.002196428571428571,3385.0,27.19275872695462,365100.0,585.0,2.862608695652174
10194,1991.0,562.0,0.8344444444444444,54.0,7.619047619047619,9vg5s,283568.0,37000000.0,0.0668967837837837,N,NONE,Yes,UNKNOWN,UNKNOWN,DETACHED,3.0,531935.99,0.07163285442576246,1546.0,120.00780626386504,533400.0,504.56939501779357,1.49
10197,2015.0,274.0,0.22,2.0,39.24075664319679,9v6x7,132200.0,32600000.0,0.0575691460122699,Y,CENTRAL,NONE,UNKNOWN,UNKNOWN,GARAGE,1.0,256080.190434667,0.07163285442576246,1440.0,30.576811787592415,90700.0,482.48175182481754,2.17
10198,1972.0,24.0,0.6,97.0,100.0,9qc00,15760.0,8000000.0,0.0478743775,Y,NONE,NONE,UNKNOWN,UNKNOWN,CARPORT,1.0,15646.4,0.012,3550.0,44.14587891422746,446600.0,656.6666666666666,4.01
10200,1963.0,82.0,0.6,18.0,12.0,djmgu,78415.0,6220000.0,0.0585961816720257,N,CENTRAL,Yes,AVERAGE,WOOD FRAME/METAL,GARAGE,17.0,92092.81,0.018,1287.0,26.897064770199858,454800.0,956.280487804878,2.12
10201,1963.0,8.0,0.45333333333333337,84.0,68.0,9q5ck,4224.0,1050000.0,0.0556123809523809,N,NONE,NONE,GOOD,WOOD,PAVED,1.0,12581.44,0.002866666666666667,2505.5,203.8534704458811,427300.0,528.0,1.8571428571428572
10202,1920.0,8.0,0.7735714285714286,79.0,87.0,9q5cs,3658.0,1635000.0,0.0398691131498471,N,NONE,NONE,AVERAGE,WOOD,UNKNOWN,1.0,15275.63,0.005607594936708863,2510.0,7.709812465224398,840900.0,457.25,2.5002702702702697
10203,1969.0,5.0,0.3625,88.0,9.5,dhwgr,4562.0,500000.0,0.086214,N,NONE,NONE,ABOVE AVERAGE,CONCRETE BLOCK,UNKNOWN,1.0,10503.49,0.022,1912.5,15.200726036344955,293000.0,912.4,2.093
10204,1981.0,9.0,0.5660000000000001,84.0,53.0,9q5f6,6724.0,1935000.0,0.0495385012919896,N,NONE,NONE,GOOD,WOOD,ON SITE,1.0,19287.01,0.004470588235294119,2596.5,178.45664504905568,655000.0,747.1111111111111,1.8276470588235294
10207,1984.0,11.0,0.56,73.0,42.0,9q5b5,6628.0,1812000.0,0.0569194260485651,N,NONE,NONE,GOOD,WOOD,ON SITE,1.0,12621.75,0.003857142857142857,2600.0,343.8809864113013,346300.0,602.5454545454545,2.6
10208,1969.0,5.0,0.49,85.0,46.0,9q5fk,5434.0,2700000.0,0.0615737704918032,N,CENTRAL,NONE,GOOD,WOOD,ON SITE,1.0,11602.31,0.0018181818181818182,2520.0,221.75938227158593,528200.0,1086.8,1.6620000000000001
10210,1950.0,7.0,0.49,73.0,31.0,9q5cq,5048.0,1200000.0,0.0462266666666666,N,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,2.0,8724.53,0.07163285442576246,2546.0,15.857823718022196,440500.0,721.1428571428571,2.88
10211,1978.0,10.0,0.28,56.0,36.0,9mu9r,8100.0,2150000.0,0.0474781395348837,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,19045.62,0.008,1995.0,241.34089318556775,190800.0,810.0,1.63
10212,1986.0,6.0,0.29,36.0,39.24075664319679,dhxp3,5852.0,525000.0,0.0750095238095238,N,CENTRAL,NONE,AVERAGE,MASONRY,UNKNOWN,2.0,7711.88,0.028,9000.0,120.00780626386504,394400.0,975.3333333333334,1.295
10213,1910.0,92.0,0.81,81.0,59.0,9q9p1,70435.0,39100000.0,0.0499677680306905,Y,NONE,NONE,FAIR,MASONRY,GARAGE,1.0,305968.4,0.016,2395.0,173.19986359563777,585400.0,765.5978260869565,3.04
10214,1972.0,66.0,0.585,78.0,13.055555555555555,9vg4y,56480.0,12200000.0,0.0522961532786885,N,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,1.0,188035.99,0.07163285442576246,1697.0,75.06232483714169,180400.0,855.7575757575758,1.56
10215,1940.0,5.0,0.54,71.0,16.333333333333332,9qh18,3914.0,1500000.0,0.0431166666666666,N,NONE,NONE,FAIR,WOOD,UNKNOWN,4.0,5973.17,0.005333333333333333,1547.5,120.00780626386504,599200.0,782.8,1.89
10217,1946.0,5.0,0.945,72.0,4.375,dhxj0,4684.0,3025000.0,0.0923792,N,YES,NONE,AVERAGE,MASONRY,UNKNOWN,1.0,15611.91,0.023,9000.0,7.874086885643709,341400.0,936.8,1.58
