,Year_Built,Size,opex_sqft_month,WalkScore,TransitScore,geohash,EstRentableArea,EstValue,Cap_Rate_Iss,Ownership,AirCon,Pool,Condition,constructionType,parkingType,numberOfBuildings,propertyTaxAmount,taxRate,zrent_median,mos_since_last_sale,Median_Home_Value_2019,Area_per_unit,Revenue_per_sqft_month
3684,1974.0,558.0,0.44500000000000006,32.0,6.3428571428571425,djn45,541727.0,31930000.0,0.0589785684309426,N,CENTRAL,COMMERCIAL,AVERAGE,MASONRY,SHARED/COMMON,52.0,457375.76,0.016,1822.5,9.188282248998192,172500.0,970.836917562724,2.370769230769231
3685,1974.0,558.0,0.44500000000000006,32.0,6.3428571428571425,djn45,541727.0,66300000.0,0.0529400450980392,N,CENTRAL,COMMERCIAL,AVERAGE,MASONRY,SHARED/COMMON,52.0,457375.76,0.016,1724.0,9.188282248998192,172500.0,970.836917562724,2.370769230769231
3689,1996.0,0.0,0.48,22.0,27.0,9v67v,881940.0,137400000.0,0.0549943660116448,Y,NONE,COMMERCIAL,AVERAGE,WOOD,CARPORT,28.0,3476591.7,0.07163285442576246,2995.0,93.19822085143356,440400.0,772.4381404550685,3.0749999999999997
3691,1978.0,178.0,0.40833333333333327,55.0,17.954545454545453,9vg5k,123732.0,10000000.0,0.057886,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,313920.93,0.07163285442576246,1375.0,251.9530207446552,589200.0,695.123595505618,1.3
3692,1971.0,167.0,0.46166666666666667,66.0,41.0,9tbmu,125200.0,12130000.0,0.0527272877164056,N,CENTRAL,NONE,AVERAGE,WOOD/STEEL,GARAGE,16.0,100030.86,0.049175000000000024,1630.0,2.978709157148257,190800.0,749.7005988023952,1.7164285714285712
3693,1971.0,167.0,0.46166666666666667,66.0,41.0,9tbmu,136254.0,22600000.0,0.0442524548672566,Y,CENTRAL,NONE,AVERAGE,STEEL/WOOD,GARAGE,22.0,100030.86,0.13,1701.0,2.978709157148257,190800.0,815.8922155688623,1.7164285714285712
3694,1971.0,167.0,0.46166666666666667,24.0,29.606833333325,9tbmu,136254.0,25800000.0,0.0493163949612403,Y,CENTRAL,NONE,AVERAGE,STEEL/WOOD,GARAGE,22.0,96993.44,0.132,1681.0,29.26261642423793,190800.0,815.8922155688623,1.54
3695,1974.0,248.0,0.49,62.0,39.24075664319679,dhvnr,249005.0,16500000.0,0.0519397575757575,Y,PACKAGE,Yes,AVERAGE,MASONRY,UNKNOWN,2.0,358419.97,0.019,2801.0,120.00780626386504,170400.0,1004.0524193548387,0.98
3703,1978.0,466.0,0.5675,38.0,40.0,9vg5t,203001.0,67700000.0,0.04830661596658051,N,YES,Yes,GOOD,WOOD,UNKNOWN,1.0,552993.08,0.07163285442576246,1427.5,8.82687852407571,190800.0,435.6244635193133,4.24
3706,1927.0,24.0,0.6362500000000001,63.0,41.0,9q5cg,15915.0,2250000.0,0.0601434972677595,Y,YES,NONE,AVERAGE,BRICK,PARKING AVAIL,1.0,13064.67,0.014,2536.0,284.51221087176253,1559500.0,663.125,1.8
3707,1935.0,35.0,0.5183333333333334,80.0,37.0,9q5cu,22616.0,2650000.0,0.0601434972677595,Y,YES,NONE,FAIR,CONCRETE,PARKING AVAIL,1.0,9769.36,0.016,2600.0,334.38592491106516,190800.0,646.1714285714286,1.66
3708,1928.0,26.0,0.5183333333333334,100.0,100.0,9q5cu,17760.0,3400000.0,0.0601434972677595,N,YES,NONE,FAIR,CONCRETE,GARAGE,1.0,8855.12,0.015,2520.0,285.2021634375236,939900.0,683.0769230769231,1.99
3709,1931.0,40.0,0.5183333333333334,48.0,32.0,9q5cu,18906.0,3400000.0,0.0601434972677595,Y,YES,NONE,AVERAGE,BRICK,PARKING AVAIL,1.0,11415.52,0.015,2597.5,284.9393243648527,747700.0,472.65,2.55
3710,1927.0,40.0,0.6362500000000001,90.0,69.0,9q5cg,27432.0,4200000.0,0.0601434972677595,Y,YES,NONE,AVERAGE,CONCRETE,UNKNOWN,1.0,16058.08,0.014,2562.5,404.30111824152374,455200.0,685.8,1.54
3711,1926.0,71.0,0.5,99.0,92.0,9q5f5,43676.0,8850000.0,0.0601434972677595,Y,YES,NONE,GOOD,MASONRY,UNKNOWN,1.0,27522.04,0.014,2663.5,296.47138867828835,190800.0,615.1549295774648,1.99
3712,1929.0,89.0,0.5,85.0,64.0,9q5f5,72016.0,11850000.0,0.0601434972677595,Y,YES,NONE,UNKNOWN,WOOD,UNKNOWN,1.0,45382.13,0.025,2505.5,120.00780626386504,190800.0,809.1685393258427,1.47
3716,1988.0,88.0,0.7,86.0,61.0,9q5fd,28182.0,13300000.0,0.0508970676691729,Y,CENTRAL,NONE,UNKNOWN,WOOD,PARKING AVAIL,1.0,3569.06,0.005714285714285714,2595.0,120.00780626386504,454100.0,320.25,5.77
3718,1993.0,982.0,0.49,47.0,39.24075664319679,dhvqy,659763.0,85200000.0,0.0581210680751173,N,CENTRAL,COMMERCIAL,AVERAGE,WOOD,UNKNOWN,34.0,1380465.89,0.018,2259.0,4.161484984167292,190800.0,671.8564154786151,1.4083333333333334
3720,1973.0,225.0,0.27,50.0,1.2941176470588236,djmur,225282.0,9360000.0,0.0630832264957265,N,CENTRAL,Yes,AVERAGE,WOOD FRAME/METAL,GARAGE,30.0,283677.45,0.017,1558.0,147.73732843064465,190800.0,1001.2533333333333,2.3049999999999997
3721,1973.0,124.0,0.4166666666666667,26.0,3.5,djn4g,125010.0,7050000.0,0.0657215602836879,N,PACKAGE,Yes,AVERAGE,MASONRY,SHARED/COMMON,15.0,208616.08,0.016,1870.0,44.901541248156285,190800.0,1008.1451612903226,1.3771428571428572
3722,1973.0,124.0,0.4166666666666667,26.0,3.5,djn4g,125010.0,13700000.0,0.0561360525547445,N,PACKAGE,Yes,AVERAGE,MASONRY,SHARED/COMMON,15.0,208616.08,0.016,1800.0,44.901541248156285,190800.0,1008.1451612903226,1.14
3731,1979.0,352.0,0.42,50.0,3.185185185185185,9vk4u,249296.0,27100000.0,0.056680489765181,Y,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,36.0,154905.72,0.07163285442576246,1800.0,67.24286242518251,190800.0,708.2272727272727,0.97
3732,2013.0,324.0,0.55,39.0,39.24075664319679,9v7bj,307832.0,46680000.0,0.0540600685518423,N,CENTRAL,COMMERCIAL,UNKNOWN,UNKNOWN,UNKNOWN,1.0,805659.36,0.07163285442576246,1800.0,27.71843687229641,190800.0,950.0987654320987,1.29
3736,1970.0,275.0,0.38666666666666666,60.0,46.0,9vk0f,240031.0,8800000.0,0.075295487804878,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,36.0,339742.14,0.07163285442576246,1800.0,96.91082275290998,973200.0,872.84,1.0719999999999998
3745,1969.0,308.0,0.16,30.0,39.24075664319679,9vk2f,279964.0,24300000.0,0.0541418271604938,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,CARPORT,21.0,246531.92,0.07163285442576246,1800.0,82.19183468333976,97000.0,908.974025974026,1.5733333333333333
3747,1984.0,205.0,0.49,40.0,41.0,9v6s3,184606.0,9580000.0,0.0744391440501043,N,NONE,SPA,AVERAGE,WOOD,DETACHED,11.0,586179.65,0.07163285442576246,2234.0,9.253992017165917,253800.0,900.5170731707317,3.0866666666666673
3750,1984.0,368.0,0.45,37.0,39.24075664319679,9vghp,332500.0,69300000.0,0.0446610676767676,N,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,587573.794,0.07163285442576246,945.0,120.00780626386504,271000.0,903.5326086956521,1.29
3754,1986.0,208.0,0.3,56.0,5.071428571428571,dhvnx,175337.0,19200000.0,0.0565584114583333,N,PACKAGE,Yes,ABOVE AVERAGE,WOOD/STEEL,UNKNOWN,2.0,538152.96,0.021,1934.0,25.51715963867765,81900.0,842.9663461538462,1.704
3756,1983.0,234.0,0.49,47.0,39.24075664319679,9vk4g,202323.0,12960000.0,0.061684037037037,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,24.0,45979.4,0.07163285442576246,1800.0,23.677286129981375,358800.0,864.6282051282051,1.8960000000000001
3758,2012.0,116.0,0.38,9.0,33.0,9t9p3,99200.0,15700000.0,0.05358572561493445,N,PACKAGE,Yes,POOR,WOOD/STEEL,SHARED/COMMON,13.0,96145.8,0.07163285442576246,1300.0,41.156084462596006,190800.0,855.1724137931035,1.23
3763,1914.0,90.0,0.51,87.0,39.24075664319679,9vg4m,97614.0,16700000.0,0.0551807562874251,Y,CENTRAL,NONE,AVERAGE,CONCRETE,UNKNOWN,1.0,327483.58,0.07163285442576246,1907.0,120.00780626386504,423700.0,1084.6,1.59
3765,1979.0,176.0,0.5675,67.0,12.478260869565217,9vg5t,164972.0,12600000.0,0.0589078341269841,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,5.0,239033.63,0.07163285442576246,1375.0,120.00780626386504,378800.0,937.3409090909091,1.21
3770,1978.0,264.0,0.365,74.0,39.24075664319679,9vffj,242811.0,11000000.0,0.0678063027272727,Y,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,633357.15,0.07163285442576246,1500.0,76.14653601190913,190800.0,919.7386363636364,1.85
3777,2003.0,96.0,0.49,24.0,39.24075664319679,9tbp6,79346.0,12200000.0,0.0443163997477931,Y,PACKAGE,NONE,GOOD,STEEL/WOOD,GARAGE,10.0,39226.88,0.116,2095.0,120.00780626386504,253600.0,826.5208333333334,1.02
3778,1979.0,176.0,0.385,25.0,2.5,9vff7,140598.0,19100000.0,0.0746534837114601,Y,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,440015.9,0.07163285442576246,1500.0,97.79790462317426,427100.0,798.8522727272727,1.18
3779,1979.0,184.0,0.385,25.0,2.5,9vff7,140598.0,3900000.0,0.076331282051282,Y,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,440015.9,0.07163285442576246,1325.0,97.79790462317426,427100.0,764.1195652173913,2.572
3782,2006.0,201.0,0.27,31.0,39.24075664319679,9vghs,188557.0,38700000.0,0.0431036950904392,Y,NONE,NONE,UNKNOWN,UNKNOWN,DETACHED,2.0,356871.67600000004,0.07163285442576246,1275.0,101.93762001774088,135800.0,938.094527363184,2.535
3784,1999.0,36.0,0.505,81.0,65.0,9vk0u,36732.0,5570000.0,0.0796694793536804,N,CENTRAL,INDOOR,AVERAGE,WOOD/STEEL,OFF STREET,2.0,449203.3618421053,0.07163285442576246,1800.0,57.74780092494637,190800.0,1020.3333333333334,1.9778947368421052
3787,2008.0,366.0,0.55,47.0,39.24075664319679,9v7fn,379588.0,48000000.0,0.0509582852083333,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,DETACHED,12.0,359418.94,0.07163285442576246,1800.0,120.00780626386504,190800.0,1037.1256830601094,1.17
3788,2008.0,366.0,0.55,47.0,39.24075664319679,9v7fn,379588.0,53800000.0,0.0446843213754646,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,DETACHED,12.0,359418.94,0.07163285442576246,1800.0,120.00780626386504,190800.0,1037.1256830601094,1.14
3789,2008.0,366.0,0.55,47.0,39.24075664319679,9v7fn,379588.0,44175000.0,0.0560446632710809,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,DETACHED,12.0,359418.94,0.07163285442576246,1800.0,120.00780626386504,190800.0,1037.1256830601094,1.29
3795,2006.0,336.0,1.36,42.0,39.24075664319679,9vfcm,348951.0,40000000.0,0.052715587059829004,N,NONE,Yes,UNKNOWN,UNKNOWN,CARPORT,1.0,1230197.84,0.07163285442576246,1650.0,106.24160983272682,155000.0,1038.544642857143,1.55
3796,1984.0,368.0,0.49,34.0,39.24075664319679,dhvr1,294690.0,59900000.0,0.0443916360601001,N,CENTRAL,Yes,AVERAGE,FRAME/MASONRY,UNKNOWN,32.0,711292.95,0.016,1975.0,120.00780626386504,593000.0,800.7880434782609,1.5
3797,1984.0,368.0,0.49,34.0,39.24075664319679,dhvr1,294690.0,36600000.0,0.0525104683060109,N,CENTRAL,Yes,AVERAGE,FRAME/MASONRY,UNKNOWN,32.0,711292.95,0.016,1918.0,120.00780626386504,593000.0,800.7880434782609,1.5
3798,1984.0,368.0,0.49,34.0,39.24075664319679,dhvr1,294690.0,443001000.0,0.0558640720090293,N,CENTRAL,Yes,AVERAGE,FRAME/MASONRY,UNKNOWN,32.0,711292.95,0.016,2122.5,120.00780626386504,593000.0,800.7880434782609,1.5
3799,1984.0,368.0,0.49,34.0,39.24075664319679,dhvr1,294690.0,29800000.0,0.0563093325503355,N,CENTRAL,Yes,AVERAGE,FRAME/MASONRY,UNKNOWN,32.0,711292.95,0.016,2022.5,120.00780626386504,593000.0,800.7880434782609,1.5
3804,2008.0,228.0,0.49,1.0,39.24075664319679,9v7fm,243919.0,24000000.0,0.05164724881027247,Y,CENTRAL,Yes,AVERAGE,WOOD/STEEL,GARAGE,10.0,9914.55,0.07163285442576246,1800.0,105.8144963396366,190800.0,1069.8201754385964,1.62
3805,2001.0,240.0,0.49,25.0,16.0,9tbpw,227740.0,22500000.0,0.0485056008888888,Y,PACKAGE,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,48.0,128.8,0.115,1785.0,50.45401665832898,330800.0,948.9166666666666,1.7
3813,1984.0,247.0,0.49,63.0,39.24075664319679,dhvr2,179910.0,19400000.0,0.0568300752577319,Y,CENTRAL,Yes,AVERAGE,WOOD,UNKNOWN,21.0,429167.44,0.018,2300.0,75.25945414164487,165600.0,728.3805668016195,1.58
3814,1999.0,200.0,0.49,48.0,39.24075664319679,9vk69,174820.0,22400000.0,0.05557287769983825,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,UNKNOWN,11.0,147028.61,0.07163285442576246,1800.0,48.12131988837477,155500.0,874.1,1.25
3815,1999.0,200.0,0.49,48.0,39.24075664319679,9vk69,174820.0,15600000.0,0.07210411094294837,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,UNKNOWN,11.0,147028.61,0.07163285442576246,1800.0,48.12131988837477,155500.0,874.1,1.57
3819,1977.0,161.0,0.72,48.0,16.61904761904762,9vg5j,109978.0,17700000.0,0.05289658653279285,N,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,2.0,311282.94,0.07163285442576246,1595.0,175.4997054815081,190800.0,683.0931677018633,1.45
3823,1988.0,384.0,0.64,54.0,52.0,9tbqj,355154.0,21450000.0,0.0588985081585081,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,ATTACHED,38.0,246416.14,0.119,1945.0,314.0487516631545,190800.0,924.8802083333334,1.8659999999999999
3824,1988.0,384.0,0.64,24.0,40.689655172413794,9tbqj,355154.0,40100000.0,0.0522479987531172,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,ATTACHED,38.0,243204.46,0.124,1950.0,314.0487516631545,190800.0,924.8802083333334,1.25
3825,1990.0,126.0,0.48,74.0,70.0,9q5f4,124214.0,30400000.0,0.045111508790593446,Y,CENTRAL,POOL,AVERAGE,FRAME,PAVED,1.0,219654.02,0.013,2750.0,390.9948901875596,190800.0,985.8253968253969,1.82
3828,1966.0,172.0,0.5650000000000001,52.0,9.25,9vg55,139680.0,5805000.0,0.0728863049095607,N,CENTRAL,Yes,AVERAGE,WOOD,UNKNOWN,1.0,261161.11,0.07163285442576246,1595.0,3.110128693483705,261200.0,812.0930232558139,1.8359999999999999
3829,1966.0,172.0,0.5650000000000001,52.0,9.25,9vg55,139680.0,6510000.0,0.0905605222734255,N,CENTRAL,Yes,AVERAGE,WOOD,UNKNOWN,1.0,261161.11,0.07163285442576246,1595.0,3.110128693483705,261200.0,812.0930232558139,1.8359999999999999
3836,1971.0,128.0,0.25,30.0,39.24075664319679,9vg1v,108658.0,3700000.0,0.0705791891891891,N,CENTRAL,Yes,AVERAGE,WOOD,UNKNOWN,1.0,68182.0,0.07163285442576246,1500.0,8.038361306063019,89500.0,848.890625,1.9
3839,1958.0,55.0,0.53,50.0,44.0,9tbq6,20540.0,3400000.0,0.0725132352941176,Y,NONE,NONE,AVERAGE,CONCRETE,UNKNOWN,4.0,12968.3,0.157,1695.0,62.577468885274094,199200.0,373.45454545454544,2.4549999999999996
3846,1971.0,71.0,0.365,73.0,39.24075664319679,9vffj,64200.0,2500000.0,0.0802544,Y,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,133338.35,0.07163285442576246,1595.0,112.48403780866062,190800.0,904.2253521126761,1.85
3847,1971.0,71.0,0.365,73.0,39.24075664319679,9vffj,64200.0,1840000.0,0.0836826086956521,Y,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,133338.35,0.07163285442576246,1600.0,112.48403780866062,190800.0,904.2253521126761,1.85
3850,1969.0,19.0,0.45,88.0,57.0,9q9p4,14823.0,2640000.0,0.0676655303030303,Y,NONE,YES,POOR,WOOD,GARAGE,1.0,55714.3,0.017,2350.0,130.25853009803,562900.0,780.1578947368421,1.6273333333333333
3852,1964.0,54.0,0.49,24.0,0.4,9tbn5,14352.0,2950000.0,0.0793145762711864,Y,CENTRAL,NONE,AVERAGE,CONCRETE,ATTACHED,9.0,4347.34,0.13,1559.0,65.8629572936603,99000.0,265.77777777777777,2.12
3853,1983.0,47.0,0.4166666666666667,67.0,5.0588235294117645,dhvre,33696.0,2350000.0,0.0759191489361702,Y,CENTRAL,NONE,AVERAGE,FRAME/MASONRY,UNKNOWN,13.0,69578.92,0.016,1700.0,18.190520487976407,234300.0,716.936170212766,1.88
3854,1984.0,40.0,0.5669230769230769,39.0,11.025641025641026,dhvrs,35912.0,2330000.0,0.0825261802575107,Y,CENTRAL,Yes,AVERAGE,FRAME/MASONRY,UNKNOWN,10.0,3255.46,0.027,1535.0,144.6489693267616,190800.0,897.8,1.887857142857143
3855,1962.0,77.0,0.49,72.0,39.24075664319679,9vff1,58380.0,2325000.0,0.0779354838709677,N,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,38752.094,0.07163285442576246,1500.0,32.64666948487572,225400.0,758.1818181818181,1.32
3857,1967.0,16.0,0.5800000000000001,78.0,27.933333333333334,9q5bx,11012.0,1950000.0,0.0478979743589743,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,9038.43,0.005066666666666666,2250.0,120.00780626386504,386800.0,688.25,1.8562500000000002
3858,1981.0,54.0,0.36000000000000004,49.0,6.857142857142857,9vfvj,46346.0,2095000.0,0.0849880668257756,N,CENTRAL,Yes,GOOD,UNKNOWN,OPEN SPACE(S),2.0,66846.68,0.07163285442576246,2200.0,4.5885984772574995,275600.0,858.2592592592592,1.6083333333333334
3859,1965.0,71.0,0.365,47.0,39.24075664319679,9vffj,56544.0,2010000.0,0.0898422885572139,N,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,115388.96,0.07163285442576246,1250.0,3.5043873024900503,190800.0,796.3943661971831,1.85
3860,1967.0,72.0,0.33,17.0,12.0,9vhrn,46116.0,1975000.0,0.088752911392405,N,CENTRAL,NONE,UNKNOWN,UNKNOWN,PAVED,1.0,20457.61,0.07163285442576246,1800.0,195.27834569999308,298400.0,640.5,1.13
3862,1968.0,28.0,0.525,90.0,13.0,dhx5b,15990.0,1950000.0,0.0696266666666666,Y,YES,COMMERCIAL,AVERAGE,MASONRY,UNKNOWN,1.0,53802.48,0.025,9000.0,120.00780626386504,190800.0,571.0714285714286,2.885
3864,1962.0,32.0,0.48,24.0,35.07692307692308,9tbr6,11928.0,1975000.0,0.0618172151898734,Y,PACKAGE,NONE,FAIR,CONCRETE,UNKNOWN,2.0,4724.7,0.12,1775.0,132.32838779531332,190800.0,372.75,3.575
3871,1963.0,26.0,0.53,40.0,43.0,9tbq6,16315.0,1492000.0,0.0687982573726541,Y,PACKAGE,NONE,AVERAGE,TILT-UP CONCRETE,UNKNOWN,1.0,8525.34,0.08507692307692308,1657.0,100.49200511805095,190800.0,627.5,2.4549999999999996
3881,1957.0,24.0,0.49,23.0,1.27,9tbqf,20144.0,1318000.0,0.0708444613050075,Y,PACKAGE,NONE,AVERAGE,CONCRETE,UNKNOWN,5.0,12673.64,0.149,1515.5,136.92807156705402,351300.0,839.3333333333334,3.2466666666666666
3882,1958.0,15.0,0.495,87.0,66.0,9vk1j,12932.0,1100000.0,0.07551,N,CENTRAL,INDOOR,AVERAGE,WOOD/STEEL,OFF STREET,1.0,32454.31,0.07163285442576246,1800.0,158.80942436690617,190800.0,862.1333333333333,0.98
3883,1989.0,21.0,0.7,46.0,39.24075664319679,djj0t,18648.0,1075000.0,0.0782818604651162,N,CENTRAL,NONE,AVERAGE,MASONRY,UNKNOWN,3.0,4296.78,0.021400000000000002,1671.0,120.00780626386504,323100.0,888.0,1.12
3885,1964.0,32.0,0.5657142857142857,71.0,10.375,9vg5p,24640.0,1060000.0,0.0875594339622641,N,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,39581.7,0.07163285442576246,1375.0,77.49358625934748,190800.0,770.0,1.511
3889,1967.0,47.0,0.46,51.0,39.24075664319679,9vk3q,19520.0,1100000.0,0.1062272727272727,N,CENTRAL,NONE,AVERAGE,WOOD/STEEL,OFF STREET,2.0,6650.89,0.07163285442576246,1800.0,54.10090879163767,190800.0,415.3191489361702,1.12
3891,1963.0,34.0,0.5266666666666667,80.0,30.0,9vk2c,28560.0,950000.0,0.1035147368421052,N,CENTRAL,NONE,AVERAGE,WOOD/STEEL,CARPORT,5.0,24681.74,0.07163285442576246,1800.0,40.69611608542194,115300.0,840.0,1.785
3893,1970.0,13.0,0.37666666666666665,24.0,28.142857142857142,9tbqe,10620.0,1100000.0,0.0583218181818181,Y,PACKAGE,NONE,AVERAGE,CONCRETE,GARAGE,3.0,8406.3,0.157,1753.0,10.173928771514055,290700.0,816.9230769230769,1.2266666666666666
3894,1964.0,40.0,0.365,41.0,39.24075664319679,djmux,22640.0,925000.0,0.0924908108108108,N,WALL UNIT,NONE,AVERAGE,MASONRY,UNKNOWN,2.0,35107.29,0.018,1195.0,37.77203140195821,359700.0,566.0,1.28
3897,1962.0,56.0,0.5650000000000001,57.0,9.25,9vg55,36114.0,1180000.0,0.0928830508474576,N,CENTRAL,Yes,AVERAGE,WOOD,UNKNOWN,1.0,77161.24,0.07163285442576246,1647.5,46.11717195925918,545100.0,644.8928571428571,1.8359999999999999
3904,1964.0,24.0,0.49,50.0,7.75,djmuq,13208.0,740000.0,0.07995,N,WALL UNIT,NONE,AVERAGE,MASONRY,UNKNOWN,2.0,14273.72,0.018,1287.5,12.703754845971437,345700.0,550.3333333333334,1.56
3905,1964.0,37.0,0.49,60.0,31.0,9q9j8,14034.0,5800000.0,0.0575197068965517,N,NONE,NONE,EXCELLENT,UNKNOWN,GARAGE,1.0,91211.2,0.013,2886.5,69.04988104979493,1603400.0,379.2972972972973,2.8649999999999998
3906,1963.0,38.0,0.36,57.0,18.75,9vg4u,23616.0,734000.0,0.081066757493188,N,CENTRAL,Yes,AVERAGE,WOOD,UNKNOWN,1.0,60177.85,0.07163285442576246,1907.0,52.950987848702496,474700.0,621.4736842105264,1.6600000000000001
3911,1963.0,7.0,0.62,70.0,19.375,9q5by,5518.0,800000.0,0.062,N,NONE,NONE,GOOD,WOOD,ON SITE,1.0,6836.77,0.002,2356.0,120.00780626386504,373800.0,788.2857142857143,1.24
3913,1970.0,14.0,0.4075,53.0,49.0,9tbqc,11287.0,900000.0,0.0549666666666666,Y,NONE,NONE,AVERAGE,CONCRETE,UNKNOWN,6.0,5579.44,0.146,1467.0,17.46771303813144,172400.0,806.2142857142857,1.41
3915,1957.0,8.0,0.45333333333333337,69.0,58.0,9q5ck,4664.0,880000.0,0.0619897727272727,N,NONE,NONE,AVERAGE,WOOD,PAVED,1.0,16458.79,0.002866666666666667,2493.0,38.85624257672566,366500.0,583.0,1.27
3916,1959.0,17.0,0.5987499999999999,24.0,39.974944444444446,9tbq9,5055.0,710000.0,0.0631661971830985,Y,NONE,NONE,AVERAGE,CONCRETE,GARAGE,3.0,2010.12,0.153,1502.5,12.27664135288123,203600.0,297.3529411764706,1.7129411764705882
3919,1958.0,16.0,0.9757894736842107,90.0,18.92063492063492,9vg4t,13006.0,575000.0,0.0834642857142857,N,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,32974.9,0.07163285442576246,1650.0,50.65114596283215,102900.0,812.875,2.0728125000000004
3921,1982.0,80.0,0.4,75.0,5.857142857142857,9vg1f,30560.0,3980000.0,0.0608475979899497,N,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,1.0,98766.0,0.07163285442576246,925.0,120.00780626386504,137400.0,382.0,1.725
3925,1965.0,276.0,0.36000000000000004,58.0,6.75,djmu7,206513.0,11520000.0,0.0695053819444444,Y,CENTRAL,Yes,AVERAGE,MASONRY,GARAGE,22.0,201781.78,0.016,1287.0,120.13922580020048,226600.0,748.2355072463768,1.09
3926,1981.0,78.0,0.5669230769230769,68.0,11.025641025641026,dhvrs,43200.0,3890000.0,0.07023062128391037,Y,WALL UNIT,NONE,AVERAGE,WOOD,UNKNOWN,10.0,52653.57,0.018,1600.0,134.82535898568685,365800.0,553.8461538461538,1.887857142857143
3927,1981.0,78.0,0.5669230769230769,68.0,11.025641025641026,dhvrs,43200.0,1550000.0,0.0737554838709677,Y,WALL UNIT,NONE,AVERAGE,WOOD,UNKNOWN,10.0,52653.57,0.018,1550.0,134.82535898568685,365800.0,553.8461538461538,1.887857142857143
3928,1984.0,62.0,0.8033333333333333,14.0,12.75,djmuh,35737.0,2190000.0,0.07023062128391037,Y,WALL UNIT,NONE,AVERAGE,WOOD FRAME/METAL,UNKNOWN,9.0,47285.92,0.015,1367.0,147.27736005347057,54600.0,576.4032258064516,1.5366666666666664
3930,1995.0,119.0,0.2,54.0,39.24075664319679,9vffq,105782.0,7730000.0,0.062337128072445,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,1217.51,0.07163285442576246,1225.0,7.381263624385777,276600.0,888.9243697478992,1.44
3931,1982.0,162.0,0.5,59.0,28.0,9vk28,135791.0,7900000.0,0.0619010126582278,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,14.0,108466.84,0.07163285442576246,1800.0,4.654308245425224,190800.0,838.216049382716,1.1433333333333333
3932,1974.0,152.0,0.8033333333333333,21.0,12.75,djmuh,159337.0,5300000.0,0.0688539471698113,Y,CENTRAL,NONE,AVERAGE,MASONRY,UNKNOWN,19.0,192021.73,0.017,1347.0,68.85275174529176,195300.0,1048.2697368421052,1.5366666666666664
3935,2008.0,244.0,0.42333333333333334,53.0,6.888888888888889,djmu5,179916.0,22300000.0,0.0564241255605381,Y,CENTRAL,Yes,EXCELLENT,WOOD FRAME/METAL,UNKNOWN,11.0,403893.91,0.018,1245.0,120.00780626386504,2000001.0,737.360655737705,2.2725
3936,1983.0,385.0,0.42333333333333334,57.0,37.0,9tbr5,161892.0,34700000.0,0.0571828530259366,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,GARAGE,14.0,137603.7,0.12,1925.0,95.69519204180709,248000.0,420.4987012987013,1.7400000000000002
3937,1970.0,612.0,0.5266666666666667,45.0,1.7647058823529411,9vk2c,563016.0,18630000.0,0.0748994632313472,Y,CENTRAL,INDOOR,AVERAGE,WOOD/STEEL,OFF STREET,65.0,214386.08,0.07163285442576246,1800.0,75.06232483714169,672700.0,919.9607843137255,1.785
3938,1972.0,184.0,0.66,48.0,6.25,9vfvn,148717.0,9710000.0,0.0669311019567456,N,CENTRAL,COMMERCIAL,AVERAGE,UNKNOWN,OPEN SPACE(S),12.0,237051.71,0.07163285442576246,2200.0,54.29803809614084,744500.0,808.2445652173913,1.3133333333333332
